"clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"1" "Monocle_0" 2 38 289 10416 0.05 0.0269967304997665 "Monocle_0" NA
"2" "Monocle_1" 2 36 289 10416 0.0526315789473684 0.0269967304997665 "Monocle_1" NA
"3" "Monocle_2" 6 30 925 9780 0.166666666666667 0.08640822045773 "Monocle_2" NA
"4" "Monocle_3" 6 28 925 9780 0.176470588235294 0.08640822045773 "Monocle_3" NA
"5" "Monocle_4" 6 26 925 9780 0.1875 0.08640822045773 "Monocle_4" NA
"6" "Monocle_5" 6 24 1693 9012 0.2 0.158150397010743 "Monocle_5" NA
"7" "Monocle_6" 6 22 1786 8919 0.214285714285714 0.166837926202709 "Monocle_6" NA
"8" "sc3_0" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3_0" NA
"9" "sc3_1" 6 45 1153 9552 0.117647058823529 0.107706679121906 "sc3_1" NA
"10" "sc3_10" 4 29 2368 8337 0.121212121212121 0.221205044371789 "sc3_10" NA
"11" "sc3_11" 2 29 1214 9491 0.0645161290322581 0.113404950957497 "sc3_11" NA
"12" "sc3_12" 2 27 1214 9491 0.0689655172413793 0.113404950957497 "sc3_12" NA
"13" "sc3_13" 2 25 1376 9329 0.0740740740740741 0.128538066324148 "sc3_13" NA
"14" "sc3_14" 2 23 1566 9139 0.08 0.146286781877627 "sc3_14" NA
"15" "sc3_15" 2 21 1812 8893 0.0869565217391304 0.169266697804764 "sc3_15" NA
"16" "sc3_2" 6 43 1153 9552 0.122448979591837 0.107706679121906 "sc3_2" NA
"17" "sc3_3" 4 43 1154 9551 0.0851063829787234 0.107800093414292 "sc3_3" NA
"18" "sc3_4" 6 39 2461 8244 0.133333333333333 0.229892573563755 "sc3_4" NA
"19" "sc3_5" 6 37 2485 8220 0.13953488372093 0.232134516581037 "sc3_5" NA
"20" "sc3_6" 6 35 2485 8220 0.146341463414634 0.232134516581037 "sc3_6" NA
"21" "sc3_7" 6 33 2485 8220 0.153846153846154 0.232134516581037 "sc3_7" NA
"22" "sc3_8" 6 31 2485 8220 0.162162162162162 0.232134516581037 "sc3_8" NA
"23" "sc3_9" 6 29 2591 8114 0.171428571428571 0.242036431574031 "sc3_9" NA
"24" "Seurat_0" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat_0" NA
"25" "Seurat_1" 4 32 1192 9513 0.111111111111111 0.111349836524988 "Seurat_1" NA
"26" "Seurat_2" 8 26 2854 7851 0.235294117647059 0.266604390471742 "Seurat_2" NA
"27" "Seurat_3" 6 26 2463 8242 0.1875 0.230079402148529 "Seurat_3" NA
"28" "Seurat_4" 6 24 2965 7740 0.2 0.27697337692667 "Seurat_4" NA
"29" "Seurat_5" 6 22 3450 7255 0.214285714285714 0.322279308734236 "Seurat_5" NA
"30" "Seurat_6" 2 24 1337 9368 0.0769230769230769 0.124894908921065 "Seurat_6" NA
"31" "Seurat_7" 4 20 2646 8059 0.166666666666667 0.247174217655301 "Seurat_7" NA
"32" "Seurat_8" 2 20 1309 9396 0.0909090909090909 0.122279308734236 "Seurat_8" NA
